Row ID,Supplier ID,Supplier Name,Country,NART,Use case,Module (ID),Category,Section,Field (label),Field Type,Required @ go-live,Editable by supplier,Value submitted,Submission date,Status,Workflow status,Last contact date
R045625,3866270,Rhein Films Ltd.,Brazil,33752-92502-04,MDF,31,Sustainability data (currently optional),Share of other circular material feedstock,Substance concentration (in %),Freetext,Yes,yes,Unknown / not specified,2026-08-19,Flagged (needs supplier confirmation),1. Reminder,2026-08-26
R045626,3866270,Rhein Films Ltd.,Brazil,33752-92502-04,MDF,31,Sustainability data (currently optional),Share of other circular material feedstock,"Additional information
Source of the recycled material (e.g., post-industrial vs. post consumer), type of recycling (e.g., mechanical), type of certification (e.g., ISCC, mass balanced), measuring method, etc.",Freetext,Yes,yes,Unknown / not specified,2026-07-19,Flagged (needs supplier confirmation),1. Reminder,2026-07-26
R045631,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,1,General information,Introduction,Declaration of comformidity,Freetext,Yes,yes,,2026-08-27,Missing,1. Reminder,2026-09-03
R045633,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,2,REACH Registration Status,REACH Registration Status,"Have all substances included in this product been registered? Yes, no, exempt?",Dropdown,Yes,yes,Unknown / not specified,2026-07-30,Flagged (needs supplier confirmation),1. Reminder,2026-08-06
R045642,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,3,REACH,REACh regulation No 1907/2006/EC,Evaluation Procedures,Dropdown,Yes,yes,pending,2026-08-19,Flagged (needs supplier confirmation),1. Reminder,2026-08-26
R045643,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,3,REACH,REACh regulation No 1907/2006/EC,"Annex XVII plus amendments (current revision)
Applies to all purchased products and packaging.",Dropdown,Yes,yes,,2026-08-26,Missing,1. Reminder,2026-09-02
R045644,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,3,REACH,REACh regulation No 1907/2006/EC,Declaration of comformidity,Freetext,Yes,yes,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.",2026-07-23,Outdated,1. Reminder,2026-07-30
R045649,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,5,Legislations,POP regulation No 2019/1021/EC,Applies to all purchased products and packaging.,Dropdown,Yes,yes,,2026-07-24,Missing,1. Reminder,2026-07-31
R045651,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,5,Legislations,POP regulation No 2019/1021/EC,Evaluation Procedures,Dropdown,Yes,yes,,2026-08-07,Missing,1. Reminder,2026-08-14
R045653,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,6,Legislations,PFOS/PFOA Directive 2006/122/EU,Declaration of comformidity,Freetext,Yes,yes,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.",2026-08-24,Outdated,1. Reminder,2026-08-31
R045662,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,9,Legislations,ELV directive 2000/53/EC incl. amendments,Declaration of comformidity,Freetext,Yes,yes,,2026-07-30,Missing,1. Reminder,2026-08-06
R045663,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,9,Legislations,ELV directive 2000/53/EC incl. amendments,Evaluation Procedures,Dropdown,Yes,yes,"yes, see attachment",2026-09-01,Flagged (needs supplier confirmation),1. Reminder,2026-09-08
R045664,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,10,Legislations,International Electrotechnical Commission (IEC) 61249-2- 21 standard (Halogens),"International Electrotechnical Commission (IEC) 61249-2- 21 standard (Halogens).
Does this product contain any Halogens above the limits emntioed in the standard",Dropdown,Yes,yes,"Yes, compliant.",2026-07-21,Flagged (needs supplier confirmation),1. Reminder,2026-07-28
R045666,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,10,Legislations,International Electrotechnical Commission (IEC) 61249-2- 21 standard (Halogens),Evaluation Procedures,Dropdown,Yes,yes,Unknown / not specified,2026-08-28,Flagged (needs supplier confirmation),1. Reminder,2026-09-04
R045667,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,11,Legislations,Deforestation Regulation (EU) 2023/1115 (EUDR) repealing EU Timber Regulation (EU) No 995/2010 (EUTR),Applies to all purchased products,Dropdown,Yes,yes,"Yes, compliant.",2026-08-17,Flagged (needs supplier confirmation),1. Reminder,2026-08-24
R045669,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,11,Legislations,Deforestation Regulation (EU) 2023/1115 (EUDR) repealing EU Timber Regulation (EU) No 995/2010 (EUTR),Evaluation Procedures,Dropdown,Yes,yes,,2026-07-15,Missing,1. Reminder,2026-07-22
R045671,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,12,Requirements,Halal / Kosher requirements,Please confirm that the above-metioned product does not contain any substances of animal origin or ethanol,Dropdown,Yes,yes,,2026-08-21,Missing,1. Reminder,2026-08-28
R045672,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,12,Requirements,Halal / Kosher requirements,Please list all included substances of animal origin or ethanol with their CAS numbers and concentrations:,Freetext,Yes,yes,123,2026-07-21,Flagged (needs supplier confirmation),1. Reminder,2026-07-28
R045673,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,12,Requirements,Halal / Kosher requirements,Evaluation Procedures,Dropdown,Yes,yes,,2026-08-05,Missing,1. Reminder,2026-08-12
R045675,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,13,Requirements,Phthalates,Please list all included phthalates except those which are mentioned in ANNEX XVII REACH (entry 51) with their CAS numbers and concentrations:,Freetext,Yes,yes,TBD,2026-08-20,Flagged (needs supplier confirmation),1. Reminder,2026-08-27
R045676,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,13,Requirements,Phthalates,Evaluation Procedures,Dropdown,Yes,yes,,2026-08-10,Missing,1. Reminder,2026-08-17
R045677,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,14,Requirements,Mineral Oil,Does this product contain mineral oils (MOSH/MOAH)?,Dropdown,Yes,yes,,2026-09-01,Missing,1. Reminder,2026-09-08
R045679,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,14,Requirements,Mineral Oil,Evaluation Procedures,Dropdown,Yes,yes,"yes, see attachment",2026-08-21,Flagged (needs supplier confirmation),1. Reminder,2026-08-28
R045680,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,15,Requirements,Antimony,Does this product contain antimony or other antimony compounds?,Dropdown,Yes,yes,"Yes, compliant.",2026-08-07,Flagged (needs supplier confirmation),1. Reminder,2026-08-14
R045682,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,15,Requirements,Antimony,Evaluation Procedures,Dropdown,Yes,yes,"Yes, compliant.",2026-07-14,Flagged (needs supplier confirmation),1. Reminder,2026-07-21
R045683,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,16,Requirements,Silicone,Does this product contain silicone or other silicone compounds?,Dropdown,Yes,yes,,2026-07-28,Missing,1. Reminder,2026-08-04
R045685,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,16,Requirements,Silicone,Evaluation Procedures,Dropdown,Yes,yes,Unknown / not specified,2026-07-19,Flagged (needs supplier confirmation),1. Reminder,2026-07-26
R045687,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,17,Requirements,Microplastics / Synthetic polymer microparticles (SPM),Declaration of comformidity,Freetext,Yes,yes,Unknown / not specified,2026-07-29,Flagged (needs supplier confirmation),1. Reminder,2026-08-05
R045694,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,19,Requirements,"Biocides Directive 98/8/EC, as amended by Ordinance EU 528/2012?",Evaluation Procedures,Dropdown,Yes,yes,TBD,2026-08-16,Flagged (needs supplier confirmation),1. Reminder,2026-08-23
R045697,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,20,Requirements,Ozone Depleting Substances (ODS) Regulation (EC) No 1005/2009,Evaluation Procedures,Dropdown,Yes,yes,"Yes, compliant.",2026-08-19,Flagged (needs supplier confirmation),1. Reminder,2026-08-26
R045699,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,21,Requirements,Dual Use Substances,Declaration of comformidity,Freetext,Yes,yes,Unknown / not specified,2026-08-11,Flagged (needs supplier confirmation),1. Reminder,2026-08-18
R045702,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,22,Conflict Minerals,Responsible Minerals Sourcing (EU and US Legislative),Declaration of comformidity,Dropdown,Yes,yes,,2026-07-29,Missing,1. Reminder,2026-08-05
R045707,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,24,Requirements,Global automotive declarable substance list (GADSL),Please list all GADSL listet substances including the CAS numbers and concentrations:,Freetext,Yes,yes,123,2026-08-14,Flagged (needs supplier confirmation),1. Reminder,2026-08-21
R045709,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,25,Requirements,California Proposition 65,Applies to all purchased products,Dropdown,Yes,yes,,2026-07-29,Missing,1. Reminder,2026-08-05
R045710,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,25,Requirements,California Proposition 65,Declaration of comformidity,Dropdown,Yes,yes,"Yes, compliant.",2026-08-08,Flagged (needs supplier confirmation),1. Reminder,2026-08-15
R045713,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,26,Requirements,"Food allergen(s) EU 1169/2011, Annex II",Please list all included food allergens with their CAS numbers and concentrations:,Freetext,Yes,yes,123,2026-08-15,Flagged (needs supplier confirmation),1. Reminder,2026-08-22
R045719,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,27,Requirements,EU Food contact status,Please state EU foodlaw status of your product incl. the relevant paragpraph,Freetext,Yes,yes,Unknown / not specified,2026-07-15,Flagged (needs supplier confirmation),1. Reminder,2026-07-22
R045724,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,27,Requirements,EU Food contact status,"Has this product been manufactured as per the principles and guidelines of good manufacturing practise (GMP))
https://health.ec.europa.eu/medicinal-products/eudralex/eudralex-volume-4_en",Dropdown,Yes,yes,Unknown / not specified,2026-08-04,Flagged (needs supplier confirmation),1. Reminder,2026-08-11
R045726,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,27,Requirements,EU Food contact status,Evaluation Procedures,Dropdown,Yes,yes,"yes, see attachment",2026-09-01,Flagged (needs supplier confirmation),1. Reminder,2026-09-08
R045731,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,29,Requirements,Global Inventory Status for USA (TSCA),Substance,Freetext,Yes,yes,123,2026-08-14,Flagged (needs supplier confirmation),1. Reminder,2026-08-21
R045733,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,29,Requirements,Global Inventory Status for Canada (DSL),Canada (DSL),Dropdown,Yes,yes,"yes, see attachment",2026-08-29,Flagged (needs supplier confirmation),1. Reminder,2026-09-05
R045741,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,29,Requirements,Global Inventory Status for China (IECSC) ,Evaluation Procedures,Dropdown,Yes,yes,Unknown / not specified,2026-08-16,Flagged (needs supplier confirmation),1. Reminder,2026-08-23
R045742,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,29,Requirements,Global Inventory Status for Korea (KECI),Korea (KECI),Dropdown,Yes,yes,,2026-07-23,Missing,1. Reminder,2026-07-30
R045743,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,29,Requirements,Global Inventory Status for Korea (KECI),Substance,Freetext,Yes,yes,"Confirmed per supplier declaration for substance, evidence on file.",2026-08-24,Outdated,1. Reminder,2026-08-31
R045748,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,29,Requirements,Global Inventory Status for Philippines (PICCS),Philippines (PICCS),Dropdown,Yes,yes,pending,2026-08-10,Flagged (needs supplier confirmation),1. Reminder,2026-08-17
R045754,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,29,Requirements,Global Inventory Status for Taiwan (TSCI),Taiwan (TSCI),Dropdown,Yes,yes,"yes, see attachment",2026-07-24,Flagged (needs supplier confirmation),1. Reminder,2026-07-31
R045755,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,29,Requirements,Global Inventory Status for Taiwan (TSCI),Substance,Freetext,Yes,yes,tbc,2026-07-30,Flagged (needs supplier confirmation),1. Reminder,2026-08-06
R045758,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,29,Requirements,Global Inventory Status for Mexico (INSQ),Substance,Freetext,Yes,yes,,2026-07-25,Missing,1. Reminder,2026-08-01
R045765,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,29,Requirements,Global Inventory Status for Malaysia (EHSNR),Evaluation Procedures,Dropdown,Yes,yes,"Yes, compliant.",2026-07-24,Flagged (needs supplier confirmation),1. Reminder,2026-07-31
R045768,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,29,Requirements,Global Inventory Status for Australia (AICS),Evaluation Procedures,Dropdown,Yes,yes,"yes, see attachment",2026-08-22,Flagged (needs supplier confirmation),1. Reminder,2026-08-29
R045772,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,30,Full Material Declaration,Material 1,"Additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method.",Freetext,Yes,yes,123,2026-08-11,Flagged (needs supplier confirmation),1. Reminder,2026-08-18
R045778,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,30,Full Material Declaration,Material 3,CAS No. ,Freetext,Yes,yes,"Yes, compliant.",2026-08-29,Flagged (needs supplier confirmation),1. Reminder,2026-09-05
R045781,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,30,Full Material Declaration,Material 4,Substance Name,Freetext,Yes,yes,"Yes, compliant.",2026-09-01,Flagged (needs supplier confirmation),1. Reminder,2026-09-08
R045782,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,30,Full Material Declaration,Material 4,CAS No. ,Freetext,Yes,yes,,2026-07-18,Missing,1. Reminder,2026-07-25
R045784,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,30,Full Material Declaration,Material 4,"Additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method.",Freetext,Yes,yes,,2026-08-08,Missing,1. Reminder,2026-08-15
R045785,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,30,Full Material Declaration,Material 5,Substance Name,Freetext,Yes,yes,"Confirmed per supplier declaration for substance name, evidence on file.",2026-08-28,Outdated,1. Reminder,2026-09-04
R045787,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,30,Full Material Declaration,Material 5,"Substance concentration (in %)
The concentration of the substance as a percentage of the homogeneous mass of the material.",Freetext,Yes,yes,TBD,2026-08-08,Flagged (needs supplier confirmation),1. Reminder,2026-08-15
R045791,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,30,Full Material Declaration,Material 6,"Substance concentration (in %)
The concentration of the substance as a percentage of the homogeneous mass of the material.",Freetext,Yes,yes,pending,2026-08-24,Flagged (needs supplier confirmation),1. Reminder,2026-08-31
R045793,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,30,Full Material Declaration,Material 7,Substance Name,Freetext,Yes,yes,123,2026-08-13,Flagged (needs supplier confirmation),1. Reminder,2026-08-20
R045798,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,30,Full Material Declaration,Material 8,CAS No. ,Freetext,Yes,yes,123,2026-07-26,Flagged (needs supplier confirmation),1. Reminder,2026-08-02
R045802,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,30,Full Material Declaration,Material 9,CAS No. ,Freetext,Yes,yes,TBD,2026-08-03,Flagged (needs supplier confirmation),1. Reminder,2026-08-10
R045803,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,30,Full Material Declaration,Material 9,"Substance concentration (in %)
The concentration of the substance as a percentage of the homogeneous mass of the material.",Freetext,Yes,yes,tbc,2026-09-01,Flagged (needs supplier confirmation),1. Reminder,2026-09-08
R045811,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,31,Sustainability data (currently optional),Share of virgin bio-based material,Substance concentration (in %),Freetext,Yes,yes,,2026-08-13,Missing,1. Reminder,2026-08-20
R045812,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,31,Sustainability data (currently optional),Share of virgin bio-based material,"Additional information
Source of the recycled material (e.g., post-industrial vs. post consumer), type of recycling (e.g., mechanical), type of certification (e.g., ISCC, mass balanced), measuring method, etc.",Freetext,Yes,yes,pending,2026-08-11,Flagged (needs supplier confirmation),1. Reminder,2026-08-18
R045813,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,31,Sustainability data (currently optional),Share of virgin other material,Substance concentration (in %),Freetext,Yes,yes,123,2026-08-25,Flagged (needs supplier confirmation),1. Reminder,2026-09-01
R045814,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,31,Sustainability data (currently optional),Share of virgin other material,"Additional information
Source of the recycled material (e.g., post-industrial vs. post consumer), type of recycling (e.g., mechanical), type of certification (e.g., ISCC, mass balanced), measuring method, etc.",Freetext,Yes,yes,123,2026-08-25,Flagged (needs supplier confirmation),1. Reminder,2026-09-01
R045817,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,MDF,31,Sustainability data (currently optional),Share of bio-based from agricultural waste/residue,Substance concentration (in %),Freetext,Yes,yes,"Yes, compliant.",2026-08-16,Flagged (needs supplier confirmation),1. Reminder,2026-08-23
R045822,3866270,Rhein Films Ltd.,Brazil,15588-99250-05,SDS,1,SDS ,SDS,SDS file Upload or LINK to online file,Docuement upload or Lin to automatic download from internet,Yes,yes,See attached documentation,2026-07-16,Outdated,1. Reminder,2026-07-23
R045827,3866270,Rhein Films Ltd.,Brazil,32619-99542-00,MDF,2,REACH Registration Status,REACH Registration Status,"Have all substances included in this product been registered? Yes, no, exempt?",Dropdown,Yes,yes,Unknown / not specified,2026-08-22,Flagged (needs supplier confirmation),1. Reminder,2026-08-29
R045831,3866270,Rhein Films Ltd.,Brazil,32619-99542-00,MDF,3,REACH,REACh regulation No 1907/2006/EC,"SVHC candidate list (current revision)
Applies to all purchased products and packaging.",Dropdown,Yes,yes,,2026-08-03,Missing,1. Reminder,2026-08-10
R045832,3866270,Rhein Films Ltd.,Brazil,32619-99542-00,MDF,3,REACH,REACh regulation No 1907/2006/EC,Declaration of comformidity,Freetext,Yes,yes,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.",2026-07-20,Outdated,1. Reminder,2026-07-27
R045834,3866270,Rhein Films Ltd.,Brazil,32619-99542-00,MDF,3,REACH,REACh regulation No 1907/2006/EC,"Annex XIV plus amendments (current revision)
Applies to all purchased products and packaging.",Dropdown,Yes,yes,Not Listed,2026-08-22,Outdated,1. Reminder,2026-08-29
R045836,3866270,Rhein Films Ltd.,Brazil,32619-99542-00,MDF,3,REACH,REACh regulation No 1907/2006/EC,Evaluation Procedures,Dropdown,Yes,yes,TBD,2026-08-23,Flagged (needs supplier confirmation),1. Reminder,2026-08-30
R045838,3866270,Rhein Films Ltd.,Brazil,32619-99542-00,MDF,3,REACH,REACh regulation No 1907/2006/EC,Declaration of comformidity,Freetext,Yes,yes,pending,2026-07-23,Flagged (needs supplier confirmation),1. Reminder,2026-07-30
R045840,3866270,Rhein Films Ltd.,Brazil,32619-99542-00,MDF,4,Legislations,Chemicals prohibition ordinance ChemVerbotsV,Applies to all purchased products and packaging.,Dropdown,Yes,yes,Complaint,2026-08-27,Outdated,1. Reminder,2026-09-03
R045842,3866270,Rhein Films Ltd.,Brazil,32619-99542-00,MDF,4,Legislations,Chemicals prohibition ordinance ChemVerbotsV,Evaluation Procedures,Dropdown,Yes,yes,Unknown / not specified,2026-07-21,Flagged (needs supplier confirmation),1. Reminder,2026-07-28
R045844,3866270,Rhein Films Ltd.,Brazil,32619-99542-00,MDF,5,Legislations,POP regulation No 2019/1021/EC,Declaration of comformidity,Freetext,Yes,yes,,2026-07-29,Missing,1. Reminder,2026-08-05
R045847,3866270,Rhein Films Ltd.,Brazil,32619-99542-00,MDF,6,Legislations,PFOS/PFOA Directive 2006/122/EU,Declaration of comformidity,Freetext,Yes,yes,Unknown / not specified,2026-08-27,Flagged (needs supplier confirmation),1. Reminder,2026-09-03
R045849,3866270,Rhein Films Ltd.,Brazil,32619-99542-00,MDF,7,Legislations,Packaging directive 94/62/EC,Applies to all packaging materials for production and sales products.,Dropdown,Yes,yes,Exempt,2026-08-15,Outdated,1. Reminder,2026-08-22
R045850,3866270,Rhein Films Ltd.,Brazil,32619-99542-00,MDF,7,Legislations,Packaging directive 94/62/EC,Declaration of comformidity,Freetext,Yes,yes,Unknown / not specified,2026-09-01,Flagged (needs supplier confirmation),1. Reminder,2026-09-08
R045852,3866270,Rhein Films Ltd.,Brazil,32619-99542-00,MDF,8,Legislations,RoHS directive 2011/65/EC incl. amendments,Applies to all purchased products,Dropdown,Yes,yes,"Yes, compliant.",2026-07-23,Flagged (needs supplier confirmation),1. Reminder,2026-07-30
R045855,3866270,Rhein Films Ltd.,Brazil,32619-99542-00,MDF,9,Legislations,ELV directive 2000/53/EC incl. amendments,Applies to all purchased products,Dropdown,Yes,yes,pending,2026-07-23,Flagged (needs supplier confirmation),1. Reminder,2026-07-30
R045856,3866270,Rhein Films Ltd.,Brazil,32619-99542-00,MDF,9,Legislations,ELV directive 2000/53/EC incl. amendments,Declaration of comformidity,Freetext,Yes,yes,"Yes, compliant.",2026-07-22,Flagged (needs supplier confirmation),1. Reminder,2026-07-29
R045861,3866270,Rhein Films Ltd.,Brazil,32619-99542-00,MDF,11,Legislations,Deforestation Regulation (EU) 2023/1115 (EUDR) repealing EU Timber Regulation (EU) No 995/2010 (EUTR),Applies to all purchased products,Dropdown,Yes,yes,,2026-08-23,Missing,1. Reminder,2026-08-30
R045862,3866270,Rhein Films Ltd.,Brazil,32619-99542-00,MDF,11,Legislations,Deforestation Regulation (EU) 2023/1115 (EUDR) repealing EU Timber Regulation (EU) No 995/2010 (EUTR),Declaration of comformidity,Freetext,Yes,yes,TBD,2026-08-29,Flagged (needs supplier confirmation),1. Reminder,2026-09-05
R045863,3866270,Rhein Films Ltd.,Brazil,32619-99542-00,MDF,11,Legislations,Deforestation Regulation (EU) 2023/1115 (EUDR) repealing EU Timber Regulation (EU) No 995/2010 (EUTR),Evaluation Procedures,Dropdown,Yes,yes,,2026-08-16,Missing,1. Reminder,2026-08-23
R045874,3866270,Rhein Films Ltd.,Brazil,32619-99542-00,MDF,15,Requirements,Antimony,Does this product contain antimony or other antimony compounds?,Dropdown,Yes,yes,,2026-08-23,Missing,1. Reminder,2026-08-30
R045875,3866270,Rhein Films Ltd.,Brazil,32619-99542-00,MDF,15,Requirements,Antimony,Please list all included antimony compounds with their CAS numbers and concentrations:,Freetext,Yes,yes,Unknown / not specified,2026-08-25,Flagged (needs supplier confirmation),1. Reminder,2026-09-01
R045877,3866270,Rhein Films Ltd.,Brazil,32619-99542-00,MDF,16,Requirements,Silicone,Does this product contain silicone or other silicone compounds?,Dropdown,Yes,yes,Unknown / not specified,2026-08-03,Flagged (needs supplier confirmation),1. Reminder,2026-08-10
R045879,3866270,Rhein Films Ltd.,Brazil,32619-99542-00,MDF,16,Requirements,Silicone,Evaluation Procedures,Dropdown,Yes,yes,,2026-08-27,Missing,1. Reminder,2026-09-03
R045882,3866270,Rhein Films Ltd.,Brazil,32619-99542-00,MDF,17,Requirements,Microplastics / Synthetic polymer microparticles (SPM),Evaluation Procedures,Dropdown,Yes,yes,"yes, see attachment",2026-07-18,Flagged (needs supplier confirmation),1. Reminder,2026-07-25
R045885,3866270,Rhein Films Ltd.,Brazil,32619-99542-00,MDF,18,Requirements,Nanomaterial,Evaluation Procedures,Dropdown,Yes,yes,pending,2026-07-15,Flagged (needs supplier confirmation),1. Reminder,2026-07-22
R045890,3866270,Rhein Films Ltd.,Brazil,32619-99542-00,MDF,20,Requirements,Ozone Depleting Substances (ODS) Regulation (EC) No 1005/2009,Declaration of comformidity,Freetext,Yes,yes,,2026-08-29,Missing,1. Reminder,2026-09-05
R045893,3866270,Rhein Films Ltd.,Brazil,32619-99542-00,MDF,21,Requirements,Dual Use Substances,Declaration of comformidity,Freetext,Yes,yes,pending,2026-08-31,Flagged (needs supplier confirmation),1. Reminder,2026-09-07
R045897,3866270,Rhein Films Ltd.,Brazil,32619-99542-00,MDF,22,Conflict Minerals,Responsible Minerals Sourcing (EU and US Legislative),"in case CMRT & EMRT are required, please upload the document",File upload,Yes,yes,N/A,2026-08-28,Flagged (needs supplier confirmation),1. Reminder,2026-09-04
R045898,3866270,Rhein Films Ltd.,Brazil,32619-99542-00,MDF,22,Conflict Minerals,Responsible Minerals Sourcing (EU and US Legislative),Evaluation Procedures,Dropdown,Yes,yes,N/A,2026-08-03,Flagged (needs supplier confirmation),1. Reminder,2026-08-10
R045901,3866270,Rhein Films Ltd.,Brazil,32619-99542-00,MDF,24,Requirements,Global automotive declarable substance list (GADSL),Please list all GADSL listet substances including the CAS numbers and concentrations:,Freetext,Yes,yes,123,2026-07-18,Flagged (needs supplier confirmation),1. Reminder,2026-07-25
R045903,3866270,Rhein Films Ltd.,Brazil,32619-99542-00,MDF,25,Requirements,California Proposition 65,Applies to all purchased products,Dropdown,Yes,yes,Not Compliant,2026-08-18,Outdated,1. Reminder,2026-08-25
R045905,3866270,Rhein Films Ltd.,Brazil,32619-99542-00,MDF,25,Requirements,California Proposition 65,Evaluation Procedures,Dropdown,Yes,yes,Material declaration,2026-08-24,Outdated,1. Reminder,2026-08-31
R045906,3866270,Rhein Films Ltd.,Brazil,32619-99542-00,MDF,26,Requirements,"Food allergen(s) EU 1169/2011, Annex II","Does the product contain food allergen(s) mentioned in the Regulation (EU) 1169/2011, Annex II?",Dropdown,Yes,yes,pending,2026-08-08,Flagged (needs supplier confirmation),1. Reminder,2026-08-15
R045909,3866270,Rhein Films Ltd.,Brazil,32619-99542-00,MDF,27,Requirements,EU Food contact status,"Regulation (EC) No 1935/2004 of the European Parliament and of the Council of 27 October 2004 on materials and articles intended to come into contact with foodstuffs and repealing Regulation (EC) No 1935/2004 of the European Parliament and of the Council of 27 October 2004 on materials and articles intended to come into contact with foodstuffs
Directives 80/590/EEC and 89/109/EEC, Official Journal of the European Union L 338/4 of 13 November 2004, as last amended by Article 5 of Regulation (EU) 2019/1381 of 20 June 2019, Official Journal of the European Union L 231/1 of 6 September, Article 3(1)(a) and (b) ",Dropdown,Yes,yes,,2026-08-04,Missing,1. Reminder,2026-08-11
R045913,3866270,Rhein Films Ltd.,Brazil,32619-99542-00,MDF,27,Requirements,EU Food contact status,Please state EU foodlaw status of your product incl. the relevant paragpraph,Freetext,Yes,yes,"Confirmed per supplier declaration for please state eu foodlaw status of your product incl. the relevant paragpraph, evidence on file.",2026-08-14,Outdated,1. Reminder,2026-08-21
R045914,3866270,Rhein Films Ltd.,Brazil,32619-99542-00,MDF,27,Requirements,EU Food contact status,Evaluation Procedures,Dropdown,Yes,yes,Supplier declaration and material declaration,2026-07-31,Outdated,1. Reminder,2026-08-07
R045916,3866270,Rhein Films Ltd.,Brazil,32619-99542-00,MDF,27,Requirements,EU Food contact status,Please state EU foodlaw status of your product incl. the relevant paragpraph,Freetext,Yes,yes,Unknown / not specified,2026-08-17,Flagged (needs supplier confirmation),1. Reminder,2026-08-24
R045918,3866270,Rhein Films Ltd.,Brazil,32619-99542-00,MDF,27,Requirements,EU Food contact status,"Has this product been manufactured as per the principles and guidelines of good manufacturing practise (GMP))
https://health.ec.europa.eu/medicinal-products/eudralex/eudralex-volume-4_en",Dropdown,Yes,yes,"yes, see attachment",2026-07-28,Flagged (needs supplier confirmation),1. Reminder,2026-08-04
